city.time,coeff,mean,se_mean,2.5%,50%,97.5%,n_eff
Toronto-Pre-COVID,beta[5],-0.9163387227699366,0.0024161252294739987,-1.2526192060571095,-0.9180586615065476,-0.5808691767722248,5033.756847656649
Toronto-Pre-COVID,beta[6],-0.15328613385770004,0.001209658265647328,-0.3424071527678964,-0.15107164427889855,0.03826791767642508,6260.439654607275
Toronto-Pre-COVID,beta[7],-0.27740038769755193,0.003444342659457505,-0.7956888436917573,-0.28673501297878373,0.283385692206182,6149.680515170754
Toronto-Pre-COVID,beta[8],0.4655159886042809,0.0015003705913759298,0.24395876939171146,0.4640284302105172,0.6916109842053396,5911.85444300033
Toronto-Pre-COVID,beta[9],0.5847781847834781,0.001510327280102745,0.37594581618292233,0.5838002094064161,0.7979813130520725,5085.460619247802
Toronto-Pre-COVID,beta[10],-1.322717991131918,0.005927959898765602,-2.2142566919029725,-1.3392846027516532,-0.3848539482920097,6066.8089490081165
Toronto-Pre-COVID,beta[11],0.7387720340346484,0.0012957492597019515,0.5334965430401648,0.7357414332316237,0.9451916652116034,6393.179826624205
Toronto-Pre-COVID,beta[12],0.617208352472623,0.005364200248256443,-0.1520256405364584,0.6054180482469796,1.4546604865796826,5779.818872082494
Toronto-Pre-COVID,beta[13],0.5706450138628283,0.0018979035111450556,0.2917089939424979,0.5703748506886814,0.8640527825561212,5928.607856065052
Toronto-Pre-COVID,beta[14],-0.4248357593159663,0.0054674427339466035,-1.1883683282598465,-0.43996452998980895,0.4293716252823591,5591.885170595017
Toronto-Pre-COVID,phi,1.1443117291408236,8.722331403355733e-4,1.0049611499254263,1.1423320682726144,1.2918807750407457,6780.517925309107
Toronto-2022-Pre-Mpox,alpha,1.7075513050599789,0.004717812834824417,1.311308067631467,1.7029471051684113,2.1297137844552263,2029.0331360069044
Toronto-2022-Pre-Mpox,beta[1],-0.17236161726985044,0.005061617049071437,-0.6436579724349188,-0.16851855863929627,0.26430608534682803,2059.830336985417
Toronto-2022-Pre-Mpox,beta[2],-0.282777634201179,0.005267379569824748,-0.780674286163811,-0.28517719366524996,0.21094018201654724,2297.758658975013
Toronto-2022-Pre-Mpox,beta[3],-0.4825345517299913,0.006073838653990405,-1.1847196983184294,-0.49109963280145946,0.23511681159084744,3475.307369053275
Toronto-2022-Pre-Mpox,beta[4],-0.7812379566784039,0.0064853961713445,-1.480052629195501,-0.7858613138225963,-0.103713119019825,2897.904933078742
Toronto-2022-Pre-Mpox,beta[5],-0.5262582906354544,0.004449300194657284,-1.104312820416469,-0.5269647942927452,0.050874017994518766,4249.847229186457
Toronto-2022-Pre-Mpox,beta[6],-0.2065335349716835,0.002871975035115937,-0.552397877510934,-0.20610484856932998,0.16091057568356013,3998.4604730589144
Toronto-2022-Pre-Mpox,beta[7],-0.2931633087671711,0.006451569170924871,-1.163839928741285,-0.3129973683581504,0.6931205257194542,5325.008058350551
Toronto-2022-Pre-Mpox,beta[8],0.001447793940986662,0.002869048685029579,-0.352341349196186,-2.0739358556290475e-4,0.3592375780900166,4180.663642573131
Toronto-2022-Pre-Mpox,beta[9],0.7591107037132696,0.004037276482496363,0.2845387860371182,0.76102262745215,1.2282720635723128,3493.590498182852
Toronto-2022-Pre-Mpox,beta[10],-2.1206961141786365,0.02598688117727047,-4.897652532602496,-2.0220506508215013,0.13918057770021736,2478.3964274609302
Toronto-2022-Pre-Mpox,beta[11],0.7812583715025785,0.004384745394714369,0.2731244419711645,0.7827154684604134,1.295651347380355,3460.6693048850852
Toronto-2022-Pre-Mpox,beta[12],2.102880365125068,0.023203799069427843,0.32385448653095833,1.955054875322637,4.707810308870448,2347.773351301779
Toronto-2022-Pre-Mpox,beta[13],1.1599020957987358,0.005398806691964297,0.4980751775741188,1.145438096037308,1.9086107624319653,4379.670043934463
Toronto-2022-Pre-Mpox,beta[14],-0.15538294436234082,0.009703224237230978,-1.3269978573366317,-0.19310777968355827,1.2860128960494828,4405.103534861076
Toronto-2022-Pre-Mpox,phi,1.1902417713773321,0.002228693615621186,0.9171367346420943,1.1792806626585386,1.5212833701894772,4787.766476729107
Vancouver-Pre-COVID,alpha,1.9897244505697578,0.0010942554013056657,1.8555240780805071,1.988998284079458,2.124154219422547,3876.700202501729
Vancouver-Pre-COVID,beta[1],0.1627839452418477,0.0012414945735122914,0.004403231280178508,0.16304357130127972,0.3208344676427189,4261.416070624664
Vancouver-Pre-COVID,beta[2],0.12990485711378846,0.0017712860008828868,-0.10909354725603751,0.12682639023840608,0.37574631086730487,4792.988052469802
Vancouver-Pre-COVID,beta[3],0.01879458153781222,0.0018269532954195446,-0.20736243166892496,0.01682401247195423,0.2618530194225903,4377.80084269703
Vancouver-Pre-COVID,beta[4],-0.06762573689470926,0.0020081836903786056,-0.3626454762380984,-0.06948958140314246,0.23411825050758409,5795.051021228087
Vancouver-Pre-COVID,beta[5],-0.9214453154051323,0.0016118666718304435,-1.1654178803126831,-0.9214627255886212,-0.6736145102589904,6089.890141739232
Vancouver-Pre-COVID,beta[6],-0.15102319012789758,0.0010053180340159403,-0.3098074771488555,-0.14946210811564153,0.006938172586126868,6513.873175035855
Vancouver-Pre-COVID,beta[7],-0.5835007933607612,0.0021346778692121434,-0.9124280753145111,-0.5852314540034145,-0.23583379321250403,6388.559333622656
Vancouver-Pre-COVID,beta[8],-0.11348729572126112,0.0012714422305127914,-0.3069498259493739,-0.11387945508121705,0.08459514451212483,6157.60149759108
Vancouver-Pre-COVID,beta[9],0.5934695794925386,0.0010040572980063362,0.4419900159461473,0.5942032128912211,0.7461077327246954,5907.101385718875
Vancouver-Pre-COVID,beta[10],0.027078565699849674,0.009858763685957265,-1.140458310305988,4.5659892347493054e-4,1.3743857572223885,4184.203911680955
Vancouver-Pre-COVID,beta[11],0.6694188312284173,0.001140896422872638,0.5039504723357385,0.6701245745094918,0.8360047141016979,5437.693242742643
Vancouver-Pre-COVID,beta[12],-0.31035398272203973,0.0106262521124807,-1.6801466172150794,-0.3341429127884296,1.1209460317470528,4619.234849010581
Vancouver-Pre-COVID,beta[13],0.6784926534156708,0.0018445899134786618,0.4046654742806438,0.6768490699932768,0.974323045348204,6224.3006661131985
Vancouver-Pre-COVID,beta[14],-0.14366572996319643,0.005260581932638743,-0.9112394606519058,-0.16228429838616365,0.7090100541274557,6169.632153358393
Vancouver-Pre-COVID,phi,1.3396747880099598,9.034753536578633e-4,1.2074241378176962,1.3384257146646399,1.48905244788583,6598.529928643405
Vancouver-2022-Pre-Mpox,alpha,1.5051215823167687,0.00443172967277582,1.1506443390148382,1.5029111506211263,1.8717738741294982,1730.3429962329042
Vancouver-2022-Pre-Mpox,beta[1],0.07431765246535628,0.004444010569878007,-0.3116624201773314,0.07964325238410816,0.44825761813517956,1919.7576179380167
Vancouver-2022-Pre-Mpox,beta[2],0.06546673273103909,0.005009992799177052,-0.3972407405853172,0.06793436829059384,0.5019178041658141,2141.690793907956
Vancouver-2022-Pre-Mpox,beta[3],-0.18553160732683227,0.005029875498473354,-0.6404449102235004,-0.18460918532840603,0.2656809104839266,2164.895864995887
Vancouver-2022-Pre-Mpox,beta[4],0.17376405889251073,0.005381699314983228,-0.33452456518541773,0.17618576836849584,0.6672886177561619,2157.308528470006
Vancouver-2022-Pre-Mpox,beta[5],-1.5716878112552921,0.0038686219366967376,-2.002757084879657,-1.569686171344273,-1.1439389866308383,3226.7752743149026
Vancouver-2022-Pre-Mpox,beta[6],0.09815168709766946,0.0023857772104471926,-0.16111317430965078,0.09534187784983561,0.3725781308812039,3201.0098356756152
Vancouver-2022-Pre-Mpox,beta[7],-0.8502086540853045,0.005229756057525003,-1.5195997334967304,-0.8492054387614963,-0.16398858689898066,4234.973789242072
Vancouver-2022-Pre-Mpox,beta[8],-0.15644867373736043,0.0029687260264421957,-0.5195299532463625,-0.1624521032595961,0.21249840745378104,3904.7445931024017
Vancouver-2022-Pre-Mpox,beta[9],0.38527870379044754,0.0030991944284113056,0.029958635892587973,0.3817681307087844,0.7630557266297877,3563.909339248609
Vancouver-2022-Pre-Mpox,beta[10],-1.4708390905082245,0.030730457683229885,-4.817849093297605,-1.4742205225935088,1.7802742038607002,2932.153479130543
Vancouver-2022-Pre-Mpox,beta[11],1.3159411442191118,0.003121264077039821,0.9334194451238267,1.3135954109199184,1.6976531271651596,3634.1577990476676
Vancouver-2022-Pre-Mpox,beta[12],0.31552809415387134,0.044126342326695614,-4.089239752892704,0.3469060699911437,4.399576151044963,2387.734861158947
Vancouver-2022-Pre-Mpox,beta[13],0.590403998262197,0.007607177328824853,-0.22159959738917068,0.5546571554777674,1.5393660008174073,3468.441070456965
Vancouver-2022-Pre-Mpox,beta[14],1.3120075316183455,0.026725382544273306,-0.932736575690875,1.1456501336978109,4.440515163606621,2743.5231459470965
Vancouver-2022-Pre-Mpox,phi,1.0764254836982459,0.0016439304031651528,0.8873868405671476,1.0724218937011658,1.289852442503295,3919.8873292698986
